image_path,image_name,ground_truth,method,probability,prediction,inference_time,error
experiment/Fake/fake_82.jpg,fake_82.jpg,Fake,ganimagedetection,4.290181897277172e-07,0,1.325547456741333,
experiment/Fake/fake_82.jpg,fake_82.jpg,Fake,universalfakedetect,0.161855548620224,0,1.4259757995605469,
experiment/Fake/fake_82.jpg,fake_82.jpg,Fake,hifi_ifdl,0.3987976610660553,0,0.0068705081939697266,
experiment/Fake/fake_82.jpg,fake_82.jpg,Fake,npr_deepfakedetection,0.0,0,0.08173060417175293,
experiment/Fake/fake_82.jpg,fake_82.jpg,Fake,dmimagedetection,2.1655352611560374e-05,0,1.3169126510620117,
experiment/Fake/fake_82.jpg,fake_82.jpg,Fake,caddm,0.40833860635757446,0,0.5073647499084473,
experiment/Fake/fake_82.jpg,fake_82.jpg,Fake,faceforensics_plus_plus,0.337353085167706,0,0.7986783981323242,
experiment/Fake/fake_82.jpg,fake_82.jpg,Fake,ensemble_voting,0.0,0,5.922926902770996,
experiment/Fake/fake_82.jpg,fake_82.jpg,Fake,ensemble_average,0.32659174639586386,0,5.949270009994507,
experiment/Fake/fake_96.jpg,fake_96.jpg,Fake,cnndetection,4.136040468449842e-11,0,0.2512631416320801,
experiment/Fake/fake_96.jpg,fake_96.jpg,Fake,ganimagedetection,0.0010054603789144698,0,1.4072933197021484,
experiment/Fake/fake_96.jpg,fake_96.jpg,Fake,universalfakedetect,0.2906031906604767,0,1.480842113494873,
experiment/Fake/fake_96.jpg,fake_96.jpg,Fake,hifi_ifdl,0.4417708218097687,0,0.0075283050537109375,
experiment/Fake/fake_96.jpg,fake_96.jpg,Fake,npr_deepfakedetection,0.0,0,0.09516096115112305,
experiment/Fake/fake_96.jpg,fake_96.jpg,Fake,dmimagedetection,0.13426174223423004,0,1.3327176570892334,
experiment/Fake/fake_96.jpg,fake_96.jpg,Fake,caddm,0.3723207414150238,0,0.5445907115936279,
experiment/Fake/fake_96.jpg,fake_96.jpg,Fake,faceforensics_plus_plus,0.3336393025238067,0,0.957442045211792,
experiment/Fake/fake_96.jpg,fake_96.jpg,Fake,ensemble_voting,0.0,0,5.883867263793945,
experiment/Fake/fake_96.jpg,fake_96.jpg,Fake,ensemble_average,0.3934003147658952,0,5.567706346511841,
experiment/Fake/fake_97.jpg,fake_97.jpg,Fake,cnndetection,1.0461786601953516e-13,0,0.16562294960021973,
experiment/Fake/fake_97.jpg,fake_97.jpg,Fake,ganimagedetection,0.0017886644482307517,0,1.1712524890899658,
experiment/Fake/fake_97.jpg,fake_97.jpg,Fake,universalfakedetect,0.9035066366195679,1,1.2663512229919434,
experiment/Fake/fake_97.jpg,fake_97.jpg,Fake,hifi_ifdl,0.43079617619514465,0,0.006598472595214844,
experiment/Fake/fake_97.jpg,fake_97.jpg,Fake,npr_deepfakedetection,0.0,0,0.07149624824523926,
experiment/Fake/fake_97.jpg,fake_97.jpg,Fake,dmimagedetection,0.4319135546684265,0,1.1665403842926025,
experiment/Fake/fake_97.jpg,fake_97.jpg,Fake,caddm,0.3786270320415497,0,0.4704010486602783,
experiment/Fake/fake_97.jpg,fake_97.jpg,Fake,faceforensics_plus_plus,0.3341205565569301,0,1.2619926929473877,
experiment/Fake/fake_97.jpg,fake_97.jpg,Fake,ensemble_voting,0.125,0,5.626838207244873,
experiment/Fake/fake_97.jpg,fake_97.jpg,Fake,ensemble_average,0.6201881551324886,0,5.068188190460205,
experiment/Fake/fake_83.jpg,fake_83.jpg,Fake,cnndetection,1.6389375900871528e-07,0,0.16728496551513672,
experiment/Fake/fake_83.jpg,fake_83.jpg,Fake,ganimagedetection,0.00014045775098747354,0,1.201606035232544,
experiment/Fake/fake_83.jpg,fake_83.jpg,Fake,universalfakedetect,0.9933457374572754,1,1.2157747745513916,
experiment/Fake/fake_83.jpg,fake_83.jpg,Fake,hifi_ifdl,0.41117238998413086,0,0.006461143493652344,
experiment/Fake/fake_83.jpg,fake_83.jpg,Fake,npr_deepfakedetection,0.0,0,0.06646156311035156,
experiment/Fake/fake_83.jpg,fake_83.jpg,Fake,dmimagedetection,0.02818760834634304,0,1.1777760982513428,
experiment/Fake/fake_83.jpg,fake_83.jpg,Fake,caddm,0.37746918201446533,0,0.45617103576660156,
experiment/Fake/fake_83.jpg,fake_83.jpg,Fake,faceforensics_plus_plus,0.337651130122443,0,0.6771857738494873,
experiment/Fake/fake_83.jpg,fake_83.jpg,Fake,ensemble_voting,0.125,0,5.0137999057769775,
experiment/Fake/fake_83.jpg,fake_83.jpg,Fake,ensemble_average,0.536991667392351,0,5.502073526382446,
experiment/Fake/fake_54.jpg,fake_54.jpg,Fake,cnndetection,0.004951464012265205,0,0.27994513511657715,
experiment/Fake/fake_54.jpg,fake_54.jpg,Fake,ganimagedetection,0.019070380079228094,0,1.5675053596496582,
experiment/Fake/fake_54.jpg,fake_54.jpg,Fake,universalfakedetect,0.0029406631365418434,0,1.677583932876587,
experiment/Fake/fake_54.jpg,fake_54.jpg,Fake,hifi_ifdl,0.438457190990448,0,0.00823974609375,
experiment/Fake/fake_54.jpg,fake_54.jpg,Fake,npr_deepfakedetection,0.0,0,0.1080014705657959,
experiment/Fake/fake_54.jpg,fake_54.jpg,Fake,dmimagedetection,0.0658891499042511,0,2.046945333480835,
experiment/Fake/fake_54.jpg,fake_54.jpg,Fake,caddm,0.3880155384540558,0,0.996422529220581,
experiment/Fake/fake_54.jpg,fake_54.jpg,Fake,faceforensics_plus_plus,0.37175119668245316,0,1.2167730331420898,
experiment/Fake/fake_54.jpg,fake_54.jpg,Fake,ensemble_voting,0.0,0,6.472131252288818,
experiment/Fake/fake_54.jpg,fake_54.jpg,Fake,ensemble_average,0.32276889581481083,0,5.927725553512573,
experiment/Fake/fake_40.jpg,fake_40.jpg,Fake,cnndetection,2.337906312988025e-09,0,0.1940314769744873,
experiment/Fake/fake_40.jpg,fake_40.jpg,Fake,ganimagedetection,2.9304773999522422e-05,0,1.3304660320281982,
experiment/Fake/fake_40.jpg,fake_40.jpg,Fake,universalfakedetect,0.01256447471678257,0,1.4163086414337158,
experiment/Fake/fake_40.jpg,fake_40.jpg,Fake,hifi_ifdl,0.41702133417129517,0,0.0069010257720947266,
experiment/Fake/fake_40.jpg,fake_40.jpg,Fake,npr_deepfakedetection,0.0,0,0.0823054313659668,
experiment/Fake/fake_40.jpg,fake_40.jpg,Fake,dmimagedetection,0.7988826632499695,1,1.321800708770752,
experiment/Fake/fake_40.jpg,fake_40.jpg,Fake,caddm,0.387312114238739,0,0.5067403316497803,
experiment/Fake/fake_40.jpg,fake_40.jpg,Fake,faceforensics_plus_plus,0.33335309198203805,0,0.8005435466766357,
experiment/Fake/fake_40.jpg,fake_40.jpg,Fake,ensemble_voting,0.125,0,6.169496774673462,
experiment/Fake/fake_40.jpg,fake_40.jpg,Fake,ensemble_average,0.48729074636768255,0,6.292837619781494,
experiment/Fake/fake_68.jpg,fake_68.jpg,Fake,cnndetection,5.614226097905295e-11,0,0.20599842071533203,
experiment/Fake/fake_68.jpg,fake_68.jpg,Fake,ganimagedetection,0.0005861692394811887,0,1.568087100982666,
experiment/Fake/fake_68.jpg,fake_68.jpg,Fake,universalfakedetect,0.0005868531879968941,0,1.4827651977539062,
experiment/Fake/fake_68.jpg,fake_68.jpg,Fake,hifi_ifdl,0.45077794790267944,0,0.007200479507446289,
experiment/Fake/fake_68.jpg,fake_68.jpg,Fake,npr_deepfakedetection,0.0,0,0.08706307411193848,
experiment/Fake/fake_68.jpg,fake_68.jpg,Fake,dmimagedetection,0.036578211933374405,0,1.4072692394256592,
experiment/Fake/fake_68.jpg,fake_68.jpg,Fake,caddm,0.3635905385017395,0,0.5300965309143066,
experiment/Fake/fake_68.jpg,fake_68.jpg,Fake,faceforensics_plus_plus,0.3357428695696096,0,0.7834722995758057,
experiment/Fake/fake_68.jpg,fake_68.jpg,Fake,ensemble_voting,0.0,0,5.8727545738220215,
experiment/Fake/fake_68.jpg,fake_68.jpg,Fake,ensemble_average,0.2969656475977558,0,5.867311716079712,
experiment/Fake/fake_56.jpg,fake_56.jpg,Fake,cnndetection,1.4622034139044615e-10,0,0.2010054588317871,
experiment/Fake/fake_56.jpg,fake_56.jpg,Fake,ganimagedetection,6.994363526579947e-05,0,1.41446852684021,
experiment/Fake/fake_56.jpg,fake_56.jpg,Fake,universalfakedetect,0.0026214870158582926,0,1.496300458908081,
experiment/Fake/fake_56.jpg,fake_56.jpg,Fake,hifi_ifdl,0.43313661217689514,0,0.0062334537506103516,
experiment/Fake/fake_56.jpg,fake_56.jpg,Fake,npr_deepfakedetection,0.0,0,0.07913494110107422,
experiment/Fake/fake_56.jpg,fake_56.jpg,Fake,dmimagedetection,0.2974568009376526,0,1.3112196922302246,
experiment/Fake/fake_56.jpg,fake_56.jpg,Fake,caddm,0.3772505819797516,0,0.526402473449707,
experiment/Fake/fake_56.jpg,fake_56.jpg,Fake,faceforensics_plus_plus,0.3369164001196623,0,0.8141112327575684,
experiment/Fake/fake_56.jpg,fake_56.jpg,Fake,ensemble_voting,0.0,0,5.906734943389893,
experiment/Fake/fake_56.jpg,fake_56.jpg,Fake,ensemble_average,0.3618629565028265,0,6.487681865692139,
experiment/Fake/fake_42.jpg,fake_42.jpg,Fake,cnndetection,2.9383429023255303e-09,0,0.23763537406921387,
experiment/Fake/fake_42.jpg,fake_42.jpg,Fake,ganimagedetection,0.0002640016422758411,0,1.3829562664031982,
experiment/Fake/fake_42.jpg,fake_42.jpg,Fake,universalfakedetect,0.01063511148095131,0,1.4600560665130615,
experiment/Fake/fake_42.jpg,fake_42.jpg,Fake,hifi_ifdl,0.3946878910064697,0,0.006910800933837891,
experiment/Fake/fake_42.jpg,fake_42.jpg,Fake,npr_deepfakedetection,9.980914001683931e-37,0,0.08229851722717285,
experiment/Fake/fake_42.jpg,fake_42.jpg,Fake,dmimagedetection,0.423992395401001,0,1.346714973449707,
experiment/Fake/fake_42.jpg,fake_42.jpg,Fake,caddm,0.37997499108314514,0,0.5004696846008301,
experiment/Fake/fake_42.jpg,fake_42.jpg,Fake,faceforensics_plus_plus,0.3407215935488542,0,0.761225700378418,
experiment/Fake/fake_42.jpg,fake_42.jpg,Fake,ensemble_voting,0.0,0,5.727375268936157,
experiment/Fake/fake_42.jpg,fake_42.jpg,Fake,ensemble_average,0.38756899677526,0,5.828546762466431,
experiment/Fake/fake_95.jpg,fake_95.jpg,Fake,cnndetection,3.92394077571457e-14,0,0.18377470970153809,
experiment/Fake/fake_95.jpg,fake_95.jpg,Fake,ganimagedetection,1.6325324537248473e-06,0,1.3317406177520752,
experiment/Fake/fake_95.jpg,fake_95.jpg,Fake,universalfakedetect,0.00035231548827141523,0,1.3821051120758057,
experiment/Fake/fake_95.jpg,fake_95.jpg,Fake,hifi_ifdl,0.3887900114059448,0,0.0069501399993896484,
experiment/Fake/fake_95.jpg,fake_95.jpg,Fake,npr_deepfakedetection,0.0,0,0.07753705978393555,
experiment/Fake/fake_95.jpg,fake_95.jpg,Fake,dmimagedetection,0.005922784563153982,0,1.3736636638641357,
experiment/Fake/fake_95.jpg,fake_95.jpg,Fake,caddm,0.37944430112838745,0,0.5292341709136963,
experiment/Fake/fake_95.jpg,fake_95.jpg,Fake,faceforensics_plus_plus,0.4008636027574539,0,0.7982878684997559,
experiment/Fake/fake_95.jpg,fake_95.jpg,Fake,ensemble_voting,0.0,0,5.802472829818726,
experiment/Fake/fake_95.jpg,fake_95.jpg,Fake,ensemble_average,0.2938436619689262,0,5.791449546813965,
experiment/Fake/fake_81.jpg,fake_81.jpg,Fake,cnndetection,6.590808454554065e-10,0,0.19425010681152344,
experiment/Fake/fake_81.jpg,fake_81.jpg,Fake,ganimagedetection,9.162172310970427e-06,0,1.3637452125549316,
experiment/Fake/fake_81.jpg,fake_81.jpg,Fake,universalfakedetect,0.002229514764621854,0,1.5444185733795166,
experiment/Fake/fake_81.jpg,fake_81.jpg,Fake,hifi_ifdl,0.3804396986961365,0,0.008757591247558594,
experiment/Fake/fake_81.jpg,fake_81.jpg,Fake,npr_deepfakedetection,2.2928026506094937e-26,0,0.09416031837463379,
experiment/Fake/fake_81.jpg,fake_81.jpg,Fake,dmimagedetection,3.5615230444818735e-05,0,1.5231804847717285,
experiment/Fake/fake_81.jpg,fake_81.jpg,Fake,caddm,0.3712736666202545,0,0.5790598392486572,
experiment/Fake/fake_81.jpg,fake_81.jpg,Fake,faceforensics_plus_plus,0.33377856264511746,0,1.0226988792419434,
experiment/Fake/fake_81.jpg,fake_81.jpg,Fake,ensemble_voting,0.0,0,5.743253231048584,
experiment/Fake/fake_81.jpg,fake_81.jpg,Fake,ensemble_average,0.2719415551969917,0,5.714950084686279,
experiment/Fake/fake_80.jpg,fake_80.jpg,Fake,cnndetection,9.665288534799199e-12,0,0.2166297435760498,
experiment/Fake/fake_80.jpg,fake_80.jpg,Fake,ganimagedetection,8.272183265050122e-05,0,1.4104533195495605,
experiment/Fake/fake_80.jpg,fake_80.jpg,Fake,universalfakedetect,0.04439081624150276,0,1.4365029335021973,
experiment/Fake/fake_80.jpg,fake_80.jpg,Fake,hifi_ifdl,0.4245346784591675,0,0.0071604251861572266,
experiment/Fake/fake_80.jpg,fake_80.jpg,Fake,npr_deepfakedetection,0.0,0,0.08929157257080078,
experiment/Fake/fake_80.jpg,fake_80.jpg,Fake,dmimagedetection,0.0019144407706335187,0,1.3065054416656494,
experiment/Fake/fake_80.jpg,fake_80.jpg,Fake,caddm,0.3856070637702942,0,0.4820113182067871,
experiment/Fake/fake_80.jpg,fake_80.jpg,Fake,faceforensics_plus_plus,0.33339614286766545,0,0.7798640727996826,
experiment/Fake/fake_80.jpg,fake_80.jpg,Fake,ensemble_voting,0.0,0,5.757651090621948,
experiment/Fake/fake_80.jpg,fake_80.jpg,Fake,ensemble_average,0.2974814659878948,0,5.721227645874023,
experiment/Fake/fake_94.jpg,fake_94.jpg,Fake,cnndetection,3.843273296521275e-16,0,0.19539904594421387,
experiment/Fake/fake_94.jpg,fake_94.jpg,Fake,ganimagedetection,4.2591624993689786e-10,0,1.3313844203948975,
experiment/Fake/fake_94.jpg,fake_94.jpg,Fake,universalfakedetect,0.0003815266245510429,0,1.5231573581695557,
experiment/Fake/fake_94.jpg,fake_94.jpg,Fake,hifi_ifdl,0.4806138277053833,0,0.007474184036254883,
experiment/Fake/fake_94.jpg,fake_94.jpg,Fake,npr_deepfakedetection,0.0,0,0.08141231536865234,
experiment/Fake/fake_94.jpg,fake_94.jpg,Fake,dmimagedetection,0.05871026962995529,0,1.3160896301269531,
experiment/Fake/fake_94.jpg,fake_94.jpg,Fake,caddm,0.3815006911754608,0,0.47615647315979004,
experiment/Fake/fake_94.jpg,fake_94.jpg,Fake,faceforensics_plus_plus,0.32431989087490365,0,0.7952988147735596,
experiment/Fake/fake_94.jpg,fake_94.jpg,Fake,ensemble_voting,0.0,0,5.829626798629761,
experiment/Fake/fake_94.jpg,fake_94.jpg,Fake,ensemble_average,0.3113815516090427,0,5.858679533004761,
experiment/Fake/fake_43.jpg,fake_43.jpg,Fake,cnndetection,5.611745512723587e-10,0,0.1870424747467041,
experiment/Fake/fake_43.jpg,fake_43.jpg,Fake,ganimagedetection,0.00011372847016771174,0,1.320831298828125,
experiment/Fake/fake_43.jpg,fake_43.jpg,Fake,universalfakedetect,0.10263605415821075,0,1.4432716369628906,
experiment/Fake/fake_43.jpg,fake_43.jpg,Fake,hifi_ifdl,0.36702269315719604,0,0.010143756866455078,
experiment/Fake/fake_43.jpg,fake_43.jpg,Fake,npr_deepfakedetection,0.0,0,0.09676504135131836,
experiment/Fake/fake_43.jpg,fake_43.jpg,Fake,dmimagedetection,0.2835252583026886,0,1.3615262508392334,
experiment/Fake/fake_43.jpg,fake_43.jpg,Fake,caddm,0.37560218572616577,0,0.527857780456543,
experiment/Fake/fake_43.jpg,fake_43.jpg,Fake,faceforensics_plus_plus,0.5216744144757589,1,0.7837123870849609,
experiment/Fake/fake_43.jpg,fake_43.jpg,Fake,ensemble_voting,0.125,0,5.6920342445373535,
experiment/Fake/fake_43.jpg,fake_43.jpg,Fake,ensemble_average,0.4126435837128406,0,5.8311192989349365,
experiment/Fake/fake_57.jpg,fake_57.jpg,Fake,cnndetection,2.199732591634529e-07,0,0.18932151794433594,
experiment/Fake/fake_57.jpg,fake_57.jpg,Fake,ganimagedetection,0.0010323185519312812,0,1.3236443996429443,
experiment/Fake/fake_57.jpg,fake_57.jpg,Fake,universalfakedetect,0.02375229448080063,0,1.3975365161895752,
experiment/Fake/fake_57.jpg,fake_57.jpg,Fake,hifi_ifdl,0.5252058506011963,1,0.006305217742919922,
experiment/Fake/fake_57.jpg,fake_57.jpg,Fake,npr_deepfakedetection,5.075056900239682e-27,0,0.07852911949157715,
experiment/Fake/fake_57.jpg,fake_57.jpg,Fake,dmimagedetection,0.013425677083432674,0,1.3678529262542725,
experiment/Fake/fake_57.jpg,fake_57.jpg,Fake,caddm,0.40754666924476624,0,0.49655652046203613,
experiment/Fake/fake_57.jpg,fake_57.jpg,Fake,faceforensics_plus_plus,0.26356227199236554,0,0.8003263473510742,
experiment/Fake/fake_57.jpg,fake_57.jpg,Fake,ensemble_voting,0.125,0,5.86742639541626,
experiment/Fake/fake_57.jpg,fake_57.jpg,Fake,ensemble_average,0.30863132548193795,0,5.825597286224365,
experiment/Fake/fake_53.jpg,fake_53.jpg,Fake,cnndetection,5.158991598364082e-07,0,0.20237016677856445,
experiment/Fake/fake_53.jpg,fake_53.jpg,Fake,ganimagedetection,0.02108492484658888,0,1.3663780689239502,
experiment/Fake/fake_53.jpg,fake_53.jpg,Fake,universalfakedetect,0.06376450508832932,0,1.4030647277832031,
experiment/Fake/fake_53.jpg,fake_53.jpg,Fake,hifi_ifdl,0.4204820394515991,0,0.008594989776611328,
experiment/Fake/fake_53.jpg,fake_53.jpg,Fake,npr_deepfakedetection,0.0,0,0.08378267288208008,
experiment/Fake/fake_53.jpg,fake_53.jpg,Fake,dmimagedetection,0.17577669024467468,0,1.3447291851043701,
experiment/Fake/fake_53.jpg,fake_53.jpg,Fake,caddm,0.3888593018054962,0,0.5064816474914551,
experiment/Fake/fake_53.jpg,fake_53.jpg,Fake,faceforensics_plus_plus,0.33407756468902033,0,0.766918420791626,
experiment/Fake/fake_53.jpg,fake_53.jpg,Fake,ensemble_voting,0.0,0,5.839770555496216,
experiment/Fake/fake_53.jpg,fake_53.jpg,Fake,ensemble_average,0.35101138550621713,0,5.817823886871338,
experiment/Fake/fake_47.jpg,fake_47.jpg,Fake,cnndetection,1.4096958267373338e-08,0,0.19125843048095703,
experiment/Fake/fake_47.jpg,fake_47.jpg,Fake,ganimagedetection,0.0009350516886574646,0,1.3847403526306152,
experiment/Fake/fake_47.jpg,fake_47.jpg,Fake,universalfakedetect,0.9010058641433716,1,1.4132819175720215,
experiment/Fake/fake_47.jpg,fake_47.jpg,Fake,hifi_ifdl,0.4265211820602417,0,0.007768392562866211,
experiment/Fake/fake_47.jpg,fake_47.jpg,Fake,npr_deepfakedetection,5.480678034427742e-23,0,0.0833137035369873,
experiment/Fake/fake_47.jpg,fake_47.jpg,Fake,dmimagedetection,0.0020902128890156746,0,1.3696651458740234,
experiment/Fake/fake_47.jpg,fake_47.jpg,Fake,caddm,0.37884244322776794,0,0.4972965717315674,
experiment/Fake/fake_47.jpg,fake_47.jpg,Fake,faceforensics_plus_plus,0.6583693822224935,1,0.7872714996337891,
experiment/Fake/fake_47.jpg,fake_47.jpg,Fake,ensemble_voting,0.25,0,5.77936577796936,
experiment/Fake/fake_47.jpg,fake_47.jpg,Fake,ensemble_average,0.5919410375821266,0,5.7159035205841064,
experiment/Fake/fake_90.jpg,fake_90.jpg,Fake,cnndetection,2.5967977768104333e-11,0,0.20655059814453125,
experiment/Fake/fake_90.jpg,fake_90.jpg,Fake,ganimagedetection,0.0013614972015099788,0,1.367692232131958,
experiment/Fake/fake_90.jpg,fake_90.jpg,Fake,universalfakedetect,6.03540593147045e-06,0,1.4493131637573242,
experiment/Fake/fake_90.jpg,fake_90.jpg,Fake,hifi_ifdl,0.5097419023513794,1,0.00672149658203125,
experiment/Fake/fake_90.jpg,fake_90.jpg,Fake,npr_deepfakedetection,0.0,0,0.1024467945098877,
experiment/Fake/fake_90.jpg,fake_90.jpg,Fake,dmimagedetection,0.01038413867354393,0,1.3692700862884521,
experiment/Fake/fake_90.jpg,fake_90.jpg,Fake,caddm,0.37308964133262634,0,0.5195293426513672,
experiment/Fake/fake_90.jpg,fake_90.jpg,Fake,faceforensics_plus_plus,0.34005593570570153,0,0.7989468574523926,
experiment/Fake/fake_90.jpg,fake_90.jpg,Fake,ensemble_voting,0.125,0,5.7490644454956055,
experiment/Fake/fake_90.jpg,fake_90.jpg,Fake,ensemble_average,0.30865978767416513,0,5.875028610229492,
experiment/Fake/fake_84.jpg,fake_84.jpg,Fake,cnndetection,1.290991313851464e-09,0,0.1921677589416504,
experiment/Fake/fake_84.jpg,fake_84.jpg,Fake,ganimagedetection,8.249514293733624e-06,0,1.3542351722717285,
experiment/Fake/fake_84.jpg,fake_84.jpg,Fake,universalfakedetect,0.9932970404624939,1,1.4397215843200684,
experiment/Fake/fake_84.jpg,fake_84.jpg,Fake,hifi_ifdl,0.4013136327266693,0,0.007309913635253906,
experiment/Fake/fake_84.jpg,fake_84.jpg,Fake,npr_deepfakedetection,0.0,0,0.08043599128723145,
experiment/Fake/fake_84.jpg,fake_84.jpg,Fake,dmimagedetection,0.0031053440179675817,0,1.3784668445587158,
experiment/Fake/fake_84.jpg,fake_84.jpg,Fake,caddm,0.3906361758708954,0,0.494920015335083,
experiment/Fake/fake_84.jpg,fake_84.jpg,Fake,faceforensics_plus_plus,0.33372151374351233,0,0.8286395072937012,
experiment/Fake/fake_84.jpg,fake_84.jpg,Fake,ensemble_voting,0.125,0,5.795410871505737,
experiment/Fake/fake_84.jpg,fake_84.jpg,Fake,ensemble_average,0.5305204894067059,0,5.756731748580933,
experiment/Fake/fake_85.jpg,fake_85.jpg,Fake,cnndetection,4.627429505793231e-15,0,0.20750975608825684,
experiment/Fake/fake_85.jpg,fake_85.jpg,Fake,ganimagedetection,6.414925607410762e-06,0,1.3345508575439453,
experiment/Fake/fake_85.jpg,fake_85.jpg,Fake,universalfakedetect,0.9090045690536499,1,1.4254252910614014,
experiment/Fake/fake_85.jpg,fake_85.jpg,Fake,hifi_ifdl,0.4337618350982666,0,0.006753206253051758,
experiment/Fake/fake_85.jpg,fake_85.jpg,Fake,npr_deepfakedetection,0.0,0,0.07891082763671875,
experiment/Fake/fake_85.jpg,fake_85.jpg,Fake,dmimagedetection,0.0035466868430376053,0,1.3811614513397217,
experiment/Fake/fake_85.jpg,fake_85.jpg,Fake,caddm,0.38170790672302246,0,0.48286867141723633,
experiment/Fake/fake_85.jpg,fake_85.jpg,Fake,faceforensics_plus_plus,0.337197073114415,0,0.8222024440765381,
experiment/Fake/fake_85.jpg,fake_85.jpg,Fake,ensemble_voting,0.125,0,5.851842403411865,
experiment/Fake/fake_85.jpg,fake_85.jpg,Fake,ensemble_average,0.5163061214395009,0,5.7763426303863525,
experiment/Fake/fake_91.jpg,fake_91.jpg,Fake,cnndetection,8.02017581236214e-08,0,0.20422601699829102,
experiment/Fake/fake_91.jpg,fake_91.jpg,Fake,ganimagedetection,0.0004405000191428231,0,1.3533406257629395,
experiment/Fake/fake_91.jpg,fake_91.jpg,Fake,universalfakedetect,0.8844767212867737,1,1.4588804244995117,
experiment/Fake/fake_91.jpg,fake_91.jpg,Fake,hifi_ifdl,0.4551457166671753,0,0.006251335144042969,
experiment/Fake/fake_91.jpg,fake_91.jpg,Fake,npr_deepfakedetection,0.0,0,0.0769810676574707,
experiment/Fake/fake_91.jpg,fake_91.jpg,Fake,dmimagedetection,0.15423426032066345,0,1.296910285949707,
experiment/Fake/fake_91.jpg,fake_91.jpg,Fake,caddm,0.38471493124961853,0,0.48032712936401367,
experiment/Fake/fake_91.jpg,fake_91.jpg,Fake,faceforensics_plus_plus,0.3334765364609969,0,0.7715964317321777,
